"","Año","Mes","Estado","Superficie Sembrada (ha)","Superficie cosechada (ha)","Producción obtenida (ton)"
"2843",2006,"Octubre","CHIHUAHUA","49","37","74"
"2854",2006,"Octubre","SAN LUIS POTOSI","7082","0","0"
"2863",2006,"Octubre","TAMAULIPAS","50630","218","548"
"2872",2006,"Octubre","VERACRUZ","5500","0","0"
"1344",2006,"Octubre","YUCATAN","0","0","0"
"2196",2006,"Octubre","COAHUILA","0","0","0"
"3158",2006,"Octubre","NUEVO LEON","0","0","0"
"4145",2006,"Octubre","QUINTANA ROO","0","0","0"
"5134",2006,"Octubre","SINALOA","0","0","0"
"6121",2006,"Octubre","SONORA","0","0","0"
"7105",2006,"Octubre","JALISCO","0","0","0"
"998",2006,"Octubre","PUEBLA","0","0","0"
"11115",2006,"Octubre","NAYARIT","0","0","0"
"2803",2006,"Noviembre","CAMPECHE","3876","49","74"
"2816",2006,"Noviembre","CHIAPAS","10845","2335","7005"
"2825",2006,"Noviembre","CHIHUAHUA","49","49","116"
"2834",2006,"Noviembre","SAN LUIS POTOSI","7082","202","371"
"2844",2006,"Noviembre","TAMAULIPAS","50720","6968","5208"
"2855",2006,"Noviembre","VERACRUZ","5500","0","0"
"1363",2006,"Noviembre","YUCATAN","0","0","0"
"2239",2006,"Noviembre","COAHUILA","0","0","0"
"3172",2006,"Noviembre","NUEVO LEON","0","0","0"
"4159",2006,"Noviembre","QUINTANA ROO","0","0","0"
"5147",2006,"Noviembre","SINALOA","0","0","0"
"6129",2006,"Noviembre","SONORA","0","0","0"
"7117",2006,"Noviembre","JALISCO","0","0","0"
"9101",2006,"Noviembre","PUEBLA","0","0","0"
"11117",2006,"Noviembre","NAYARIT","0","0","0"
"2804",2006,"Diciembre","CAMPECHE","3876","1994","4572"
"2817",2006,"Diciembre","CHIAPAS","10845","2335","7005"
"2826",2006,"Diciembre","CHIHUAHUA","49","49","116"
"2835",2006,"Diciembre","SAN LUIS POTOSI","7082","202","371"
"2845",2006,"Diciembre","TAMAULIPAS","50720","17085","18406"
"2856",2006,"Diciembre","VERACRUZ","5500","2800","4200"
"1380",2006,"Diciembre","YUCATAN","0","0","0"
"2259",2006,"Diciembre","COAHUILA","0","0","0"
"3186",2006,"Diciembre","NUEVO LEON","0","0","0"
"4173",2006,"Diciembre","QUINTANA ROO","0","0","0"
"5160",2006,"Diciembre","SINALOA","0","0","0"
"6138",2006,"Diciembre","SONORA","0","0","0"
"7124",2006,"Diciembre","JALISCO","0","0","0"
"9105",2006,"Diciembre","PUEBLA","0","0","0"
"11119",2006,"Diciembre","NAYARIT","0","0","0"
"213",2007,"Enero","CAMPECHE","15704","14938","31543"
"214",2007,"Enero","CHIAPAS","12626","12626","29048"
"215",2007,"Enero","CHIHUAHUA","12","12","17"
"216",2007,"Enero","JALISCO","242","75","70"
"217",2007,"Enero","NUEVO LEON","37","37","67"
"218",2007,"Enero","QUINTANA ROO","2262","640","764"
"219",2007,"Enero","SAN LUIS POTOSI","37385","22485","28821"
"220",2007,"Enero","SONORA","3668","3668","8217"
"221",2007,"Enero","TAMAULIPAS","91917","77165","106164"
"222",2007,"Enero","VERACRUZ","12620","5050","5050"
"223",2007,"Enero","YUCATAN","2061","1503","2768"
"19",2007,"Enero","COAHUILA","0","0","0"
"23",2007,"Enero","SINALOA","0","0","0"
"43",2007,"Enero","PUEBLA","0","0","0"
"63",2007,"Enero","NAYARIT","0","0","0"
"2601",2007,"Febrero","CAMPECHE","1712","1242","2635"
"2611",2007,"Febrero","CHIAPAS","10099","10076","24012"
"2621",2007,"Febrero","CHIHUAHUA","72","64","182"
"2631",2007,"Febrero","NAYARIT","2","2","5"
"264",2007,"Febrero","SAN LUIS POTOSI","11076","7155","10554"
"265",2007,"Febrero","TAMAULIPAS","44706","41921","47032"
"266",2007,"Febrero","VERACRUZ","5540","1500","2925"
"159",2007,"Febrero","YUCATAN","0","0","0"
"228",2007,"Febrero","COAHUILA","0","0","0"
"317",2007,"Febrero","NUEVO LEON","0","0","0"
"416",2007,"Febrero","QUINTANA ROO","0","0","0"
"517",2007,"Febrero","SINALOA","0","0","0"
"612",2007,"Febrero","SONORA","0","0","0"
"710",2007,"Febrero","JALISCO","0","0","0"
"913",2007,"Febrero","PUEBLA","0","0","0"
"2591",2007,"Marzo","CAMPECHE","1862","1862","3843"
"2602",2007,"Marzo","CHIAPAS","10099","10076","24012"
"2612",2007,"Marzo","CHIHUAHUA","72","64","182"
"2622",2007,"Marzo","NAYARIT","2","2","5"
"2632",2007,"Marzo","SAN LUIS POTOSI","11076","7155","10554"
"2641",2007,"Marzo","TAMAULIPAS","44706","41921","47032"
"2651",2007,"Marzo","VERACRUZ","5540","1500","2925"
"1102",2007,"Marzo","YUCATAN","0","0","0"
"250",2007,"Marzo","COAHUILA","0","0","0"
"340",2007,"Marzo","NUEVO LEON","0","0","0"
"430",2007,"Marzo","QUINTANA ROO","0","0","0"
"532",2007,"Marzo","SINALOA","0","0","0"
"620",2007,"Marzo","SONORA","0","0","0"
"718",2007,"Marzo","JALISCO","0","0","0"
"917",2007,"Marzo","PUEBLA","0","0","0"
"1932",2007,"Abril","CHIAPAS","45","45","202"
"1942",2007,"Abril","NAYARIT","2","0","0"
"1952",2007,"Abril","SAN LUIS POTOSI","200","0","0"
"1128",2007,"Abril","CAMPECHE","0","0","0"
"279",2007,"Abril","YUCATAN","0","0","0"
"355",2007,"Abril","COAHUILA","0","0","0"
"448",2007,"Abril","CHIHUAHUA","0","0","0"
"546",2007,"Abril","NUEVO LEON","0","0","0"
"633",2007,"Abril","QUINTANA ROO","0","0","0"
"727",2007,"Abril","SINALOA","0","0","0"
"825",2007,"Abril","SONORA","0","0","0"
"927",2007,"Abril","TAMAULIPAS","0","0","0"
"1020",2007,"Abril","VERACRUZ","0","0","0"
"1129",2007,"Abril","JALISCO","0","0","0"
"1320",2007,"Abril","PUEBLA","0","0","0"
"203",2007,"Mayo","CHIAPAS","45","45","202"
"204",2007,"Mayo","CHIHUAHUA","16","0","0"
"205",2007,"Mayo","NAYARIT","2","2","5"
"206",2007,"Mayo","SAN LUIS POTOSI","200","0","0"
"1157",2007,"Mayo","CAMPECHE","0","0","0"
"2103",2007,"Mayo","YUCATAN","0","0","0"
"373",2007,"Mayo","COAHUILA","0","0","0"
"468",2007,"Mayo","NUEVO LEON","0","0","0"
"562",2007,"Mayo","QUINTANA ROO","0","0","0"
"649",2007,"Mayo","SINALOA","0","0","0"
"747",2007,"Mayo","SONORA","0","0","0"
"839",2007,"Mayo","TAMAULIPAS","0","0","0"
"948",2007,"Mayo","VERACRUZ","0","0","0"
"1034",2007,"Mayo","JALISCO","0","0","0"
"1234",2007,"Mayo","PUEBLA","0","0","0"
"2214",2007,"Junio","CHIAPAS","45","45","202"
"2224",2007,"Junio","CHIHUAHUA","47","0","0"
"2234",2007,"Junio","NAYARIT","2","2","5"
"2242",2007,"Junio","SAN LUIS POTOSI","200","0","0"
"1190",2007,"Junio","CAMPECHE","0","0","0"
"2119",2007,"Junio","YUCATAN","0","0","0"
"390",2007,"Junio","COAHUILA","0","0","0"
"485",2007,"Junio","NUEVO LEON","0","0","0"
"577",2007,"Junio","QUINTANA ROO","0","0","0"
"667",2007,"Junio","SINALOA","0","0","0"
"764",2007,"Junio","SONORA","0","0","0"
"853",2007,"Junio","TAMAULIPAS","0","0","0"
"966",2007,"Junio","VERACRUZ","0","0","0"
"1046",2007,"Junio","JALISCO","0","0","0"
"1245",2007,"Junio","PUEBLA","0","0","0"
"2462",2007,"Julio","CHIAPAS","2915","45","202"
"2472",2007,"Julio","CHIHUAHUA","72","0","0"
"2481",2007,"Julio","NAYARIT","2","2","5"
"2491",2007,"Julio","SAN LUIS POTOSI","3480","0","0"
"2501",2007,"Julio","TAMAULIPAS","23806","0","0"
"1257",2007,"Julio","CAMPECHE","0","0","0"
"2133",2007,"Julio","YUCATAN","0","0","0"
"3114",2007,"Julio","COAHUILA","0","0","0"
"4101",2007,"Julio","NUEVO LEON","0","0","0"
"595",2007,"Julio","QUINTANA ROO","0","0","0"
"685",2007,"Julio","SINALOA","0","0","0"
"779",2007,"Julio","SONORA","0","0","0"
"867",2007,"Julio","VERACRUZ","0","0","0"
"984",2007,"Julio","JALISCO","0","0","0"
"11103",2007,"Julio","PUEBLA","0","0","0"
"2562",2007,"Agosto","CHIAPAS","9953","45","202"
"2572",2007,"Agosto","CHIHUAHUA","72","0","0"
"2583",2007,"Agosto","NAYARIT","2","2","5"
"2594",2007,"Agosto","SAN LUIS POTOSI","11076","0","0"
"2605",2007,"Agosto","TAMAULIPAS","42336","0","0"
"2614",2007,"Agosto","VERACRUZ","5540","0","0"
"1279",2007,"Agosto","CAMPECHE","0","0","0"
"2149",2007,"Agosto","YUCATAN","0","0","0"
"3130",2007,"Agosto","COAHUILA","0","0","0"
"4118",2007,"Agosto","NUEVO LEON","0","0","0"
"5108",2007,"Agosto","QUINTANA ROO","0","0","0"
"6100",2007,"Agosto","SINALOA","0","0","0"
"792",2007,"Agosto","SONORA","0","0","0"
"876",2007,"Agosto","JALISCO","0","0","0"
"1060",2007,"Agosto","PUEBLA","0","0","0"
"2615",2007,"Septiembre","CHIAPAS","10099","45","202"
"2624",2007,"Septiembre","CHIHUAHUA","72","0","0"
"2633",2007,"Septiembre","NAYARIT","2","2","5"
"2642",2007,"Septiembre","SAN LUIS POTOSI","11076","0","0"
"2653",2007,"Septiembre","TAMAULIPAS","44660","0","0"
"2662",2007,"Septiembre","VERACRUZ","5540","0","0"
"1297",2007,"Septiembre","CAMPECHE","0","0","0"
"2170",2007,"Septiembre","YUCATAN","0","0","0"
"3145",2007,"Septiembre","COAHUILA","0","0","0"
"4132",2007,"Septiembre","NUEVO LEON","0","0","0"
"5122",2007,"Septiembre","QUINTANA ROO","0","0","0"
"6114",2007,"Septiembre","SINALOA","0","0","0"
"7100",2007,"Septiembre","SONORA","0","0","0"
"881",2007,"Septiembre","JALISCO","0","0","0"
"1064",2007,"Septiembre","PUEBLA","0","0","0"
"2616",2007,"Octubre","CAMPECHE","100","0","0"
"2625",2007,"Octubre","CHIAPAS","10099","45","202"
"2634",2007,"Octubre","CHIHUAHUA","72","33","99"
"2643",2007,"Octubre","NAYARIT","2","2","5"
"2654",2007,"Octubre","SAN LUIS POTOSI","11076","0","0"
"2663",2007,"Octubre","TAMAULIPAS","44690","0","0"
"2672",2007,"Octubre","VERACRUZ","5540","0","0"
"1345",2007,"Octubre","YUCATAN","0","0","0"
"2197",2007,"Octubre","COAHUILA","0","0","0"
"3159",2007,"Octubre","NUEVO LEON","0","0","0"
"4146",2007,"Octubre","QUINTANA ROO","0","0","0"
"5135",2007,"Octubre","SINALOA","0","0","0"
"6122",2007,"Octubre","SONORA","0","0","0"
"7106",2007,"Octubre","JALISCO","0","0","0"
"999",2007,"Octubre","PUEBLA","0","0","0"
"2595",2007,"Noviembre","CAMPECHE","1060","0","0"
"2606",2007,"Noviembre","CHIAPAS","10099","2735","6915"
"2617",2007,"Noviembre","CHIHUAHUA","72","64","182"
"2626",2007,"Noviembre","NAYARIT","2","2","5"
"2635",2007,"Noviembre","SAN LUIS POTOSI","11076","949","1490"
"2644",2007,"Noviembre","TAMAULIPAS","44690","8550","12130"
"2655",2007,"Noviembre","VERACRUZ","5540","0","0"
"1364",2007,"Noviembre","YUCATAN","0","0","0"
"2240",2007,"Noviembre","COAHUILA","0","0","0"
"3173",2007,"Noviembre","NUEVO LEON","0","0","0"
"4160",2007,"Noviembre","QUINTANA ROO","0","0","0"
"5148",2007,"Noviembre","SINALOA","0","0","0"
"6130",2007,"Noviembre","SONORA","0","0","0"
"7118",2007,"Noviembre","JALISCO","0","0","0"
"9102",2007,"Noviembre","PUEBLA","0","0","0"
"2596",2007,"Diciembre","CAMPECHE","1712","1040","2130"
"2607",2007,"Diciembre","CHIAPAS","10099","2735","6915"
"2618",2007,"Diciembre","CHIHUAHUA","72","64","182"
"2627",2007,"Diciembre","NAYARIT","2","2","5"
"2636",2007,"Diciembre","SAN LUIS POTOSI","11076","6399","9496"
"2645",2007,"Diciembre","TAMAULIPAS","44690","15450","21675"
"2656",2007,"Diciembre","VERACRUZ","5540","0","0"
"1383",2007,"Diciembre","YUCATAN","0","0","0"
"2260",2007,"Diciembre","COAHUILA","0","0","0"
"3187",2007,"Diciembre","NUEVO LEON","0","0","0"
"4174",2007,"Diciembre","QUINTANA ROO","0","0","0"
"5161",2007,"Diciembre","SINALOA","0","0","0"
"6139",2007,"Diciembre","SONORA","0","0","0"
"7125",2007,"Diciembre","JALISCO","0","0","0"
"9106",2007,"Diciembre","PUEBLA","0","0","0"
"197",2008,"Enero","CAMPECHE","20","0","0"
"198",2008,"Enero","YUCATAN","200","0","0"
"110",2008,"Enero","CHIAPAS","0","0","0"
"24",2008,"Enero","COAHUILA","0","0","0"
"34",2008,"Enero","CHIHUAHUA","0","0","0"
"44",2008,"Enero","NUEVO LEON","0","0","0"
"54",2008,"Enero","QUINTANA ROO","0","0","0"
"64",2008,"Enero","SAN LUIS POTOSI","0","0","0"
"72",2008,"Enero","SINALOA","0","0","0"
"82",2008,"Enero","SONORA","0","0","0"
"92",2008,"Enero","TAMAULIPAS","0","0","0"
"102",2008,"Enero","VERACRUZ","0","0","0"
"112",2008,"Enero","JALISCO","0","0","0"
"132",2008,"Enero","PUEBLA","0","0","0"
"152",2008,"Enero","NAYARIT","0","0","0"
"239",2008,"Febrero","CAMPECHE","5352","4879","10848"
"240",2008,"Febrero","CHIAPAS","10614","10614","25138"
"241",2008,"Febrero","CHIHUAHUA","14","14","42"
"242",2008,"Febrero","JALISCO","15","15","52"
"243",2008,"Febrero","SAN LUIS POTOSI","14770","10273","19672"
"244",2008,"Febrero","TAMAULIPAS","51495","46588","89444"
"245",2008,"Febrero","VERACRUZ","5833","3011","7226"
"160",2008,"Febrero","YUCATAN","0","0","0"
"229",2008,"Febrero","COAHUILA","0","0","0"
"318",2008,"Febrero","NUEVO LEON","0","0","0"
"417",2008,"Febrero","QUINTANA ROO","0","0","0"
"518",2008,"Febrero","SINALOA","0","0","0"
"613",2008,"Febrero","SONORA","0","0","0"
"815",2008,"Febrero","PUEBLA","0","0","0"
"1010",2008,"Febrero","NAYARIT","0","0","0"
"2381",2008,"Marzo","CAMPECHE","5352","5252","11448"
"2391",2008,"Marzo","CHIAPAS","10614","10614","25138"
"2401",2008,"Marzo","CHIHUAHUA","14","14","42"
"2411",2008,"Marzo","JALISCO","15","15","52"
"2421",2008,"Marzo","SAN LUIS POTOSI","14770","10273","19672"
"2431",2008,"Marzo","TAMAULIPAS","51495","46588","89444"
"2441",2008,"Marzo","VERACRUZ","5833","3011","7226"
"1103",2008,"Marzo","YUCATAN","0","0","0"
"251",2008,"Marzo","COAHUILA","0","0","0"
"341",2008,"Marzo","NUEVO LEON","0","0","0"
"432",2008,"Marzo","QUINTANA ROO","0","0","0"
"533",2008,"Marzo","SINALOA","0","0","0"
"622",2008,"Marzo","SONORA","0","0","0"
"820",2008,"Marzo","PUEBLA","0","0","0"
"1015",2008,"Marzo","NAYARIT","0","0","0"
"1772",2008,"Abril","CHIAPAS","23","0","0"
"1781",2008,"Abril","TAMAULIPAS","130","0","0"
"1130",2008,"Abril","CAMPECHE","0","0","0"
"287",2008,"Abril","YUCATAN","0","0","0"
"356",2008,"Abril","COAHUILA","0","0","0"
"449",2008,"Abril","CHIHUAHUA","0","0","0"
"547",2008,"Abril","NUEVO LEON","0","0","0"
"634",2008,"Abril","QUINTANA ROO","0","0","0"
"728",2008,"Abril","SAN LUIS POTOSI","0","0","0"
"826",2008,"Abril","SINALOA","0","0","0"
"928",2008,"Abril","SONORA","0","0","0"
"1021",2008,"Abril","VERACRUZ","0","0","0"
"1132",2008,"Abril","JALISCO","0","0","0"
"1322",2008,"Abril","PUEBLA","0","0","0"
"1514",2008,"Abril","NAYARIT","0","0","0"
"1871",2008,"Mayo","CHIAPAS","23","23","34"
"1881",2008,"Mayo","TAMAULIPAS","130","130","105"
"1159",2008,"Mayo","CAMPECHE","0","0","0"
"2104",2008,"Mayo","YUCATAN","0","0","0"
"374",2008,"Mayo","COAHUILA","0","0","0"
"469",2008,"Mayo","CHIHUAHUA","0","0","0"
"563",2008,"Mayo","NUEVO LEON","0","0","0"
"650",2008,"Mayo","QUINTANA ROO","0","0","0"
"748",2008,"Mayo","SAN LUIS POTOSI","0","0","0"
"840",2008,"Mayo","SINALOA","0","0","0"
"949",2008,"Mayo","SONORA","0","0","0"
"1035",2008,"Mayo","VERACRUZ","0","0","0"
"1160",2008,"Mayo","JALISCO","0","0","0"
"1333",2008,"Mayo","PUEBLA","0","0","0"
"1516",2008,"Mayo","NAYARIT","0","0","0"
"202",2008,"Junio","CAMPECHE","470","0","0"
"2031",2008,"Junio","CHIAPAS","23","23","34"
"2041",2008,"Junio","JALISCO","55","0","0"
"2051",2008,"Junio","SAN LUIS POTOSI","8290","0","0"
"2061",2008,"Junio","TAMAULIPAS","19456","130","105"
"1195",2008,"Junio","YUCATAN","0","0","0"
"2120",2008,"Junio","COAHUILA","0","0","0"
"394",2008,"Junio","CHIHUAHUA","0","0","0"
"486",2008,"Junio","NUEVO LEON","0","0","0"
"578",2008,"Junio","QUINTANA ROO","0","0","0"
"668",2008,"Junio","SINALOA","0","0","0"
"765",2008,"Junio","SONORA","0","0","0"
"854",2008,"Junio","VERACRUZ","0","0","0"
"1047",2008,"Junio","PUEBLA","0","0","0"
"1246",2008,"Junio","NAYARIT","0","0","0"
"2272",2008,"Julio","CAMPECHE","870","0","0"
"2282",2008,"Julio","CHIAPAS","23","23","34"
"2292",2008,"Julio","SAN LUIS POTOSI","12719","0","0"
"2302",2008,"Julio","TAMAULIPAS","27799","130","105"
"2311",2008,"Julio","VERACRUZ","4333","0","0"
"1259",2008,"Julio","YUCATAN","0","0","0"
"2134",2008,"Julio","COAHUILA","0","0","0"
"3115",2008,"Julio","CHIHUAHUA","0","0","0"
"4102",2008,"Julio","NUEVO LEON","0","0","0"
"596",2008,"Julio","QUINTANA ROO","0","0","0"
"686",2008,"Julio","SINALOA","0","0","0"
"780",2008,"Julio","SONORA","0","0","0"
"868",2008,"Julio","JALISCO","0","0","0"
"1058",2008,"Julio","PUEBLA","0","0","0"
"1260",2008,"Julio","NAYARIT","0","0","0"
"2361",2008,"Agosto","CAMPECHE","3286","0","0"
"2371",2008,"Agosto","CHIAPAS","10494","23","34"
"2383",2008,"Agosto","CHIHUAHUA","14","0","0"
"2394",2008,"Agosto","SAN LUIS POTOSI","14770","0","0"
"2404",2008,"Agosto","TAMAULIPAS","49396","130","105"
"2414",2008,"Agosto","VERACRUZ","4333","0","0"
"1280",2008,"Agosto","YUCATAN","0","0","0"
"2150",2008,"Agosto","COAHUILA","0","0","0"
"3132",2008,"Agosto","NUEVO LEON","0","0","0"
"4119",2008,"Agosto","QUINTANA ROO","0","0","0"
"5109",2008,"Agosto","SINALOA","0","0","0"
"6101",2008,"Agosto","SONORA","0","0","0"
"793",2008,"Agosto","JALISCO","0","0","0"
"989",2008,"Agosto","PUEBLA","0","0","0"
"11108",2008,"Agosto","NAYARIT","0","0","0"
"2405",2008,"Septiembre","CAMPECHE","4235","0","0"
"2415",2008,"Septiembre","CHIAPAS","10614","23","34"
"2423",2008,"Septiembre","CHIHUAHUA","14","0","0"
"2433",2008,"Septiembre","JALISCO","15","0","0"
"2442",2008,"Septiembre","SAN LUIS POTOSI","14770","0","0"
"2452",2008,"Septiembre","TAMAULIPAS","50579","130","105"
"2463",2008,"Septiembre","VERACRUZ","5833","0","0"
"1298",2008,"Septiembre","YUCATAN","0","0","0"
"2174",2008,"Septiembre","COAHUILA","0","0","0"
"3146",2008,"Septiembre","NUEVO LEON","0","0","0"
"4133",2008,"Septiembre","QUINTANA ROO","0","0","0"
"5123",2008,"Septiembre","SINALOA","0","0","0"
"6115",2008,"Septiembre","SONORA","0","0","0"
"882",2008,"Septiembre","PUEBLA","0","0","0"
"1065",2008,"Septiembre","NAYARIT","0","0","0"
"2406",2008,"Octubre","CAMPECHE","5352","0","0"
"2416",2008,"Octubre","CHIAPAS","10614","23","34"
"2424",2008,"Octubre","CHIHUAHUA","14","0","0"
"2434",2008,"Octubre","JALISCO","15","0","0"
"2443",2008,"Octubre","SAN LUIS POTOSI","14770","0","0"
"2453",2008,"Octubre","TAMAULIPAS","51495","130","105"
"2464",2008,"Octubre","VERACRUZ","5833","0","0"
"1346",2008,"Octubre","YUCATAN","0","0","0"
"2198",2008,"Octubre","COAHUILA","0","0","0"
"3160",2008,"Octubre","NUEVO LEON","0","0","0"
"4147",2008,"Octubre","QUINTANA ROO","0","0","0"
"5136",2008,"Octubre","SINALOA","0","0","0"
"6123",2008,"Octubre","SONORA","0","0","0"
"887",2008,"Octubre","PUEBLA","0","0","0"
"1068",2008,"Octubre","NAYARIT","0","0","0"
"2384",2008,"Noviembre","CAMPECHE","5352","0","0"
"2395",2008,"Noviembre","CHIAPAS","10614","2193","5580"
"2407",2008,"Noviembre","CHIHUAHUA","14","0","0"
"2417",2008,"Noviembre","JALISCO","15","0","0"
"2425",2008,"Noviembre","SAN LUIS POTOSI","14770","8649","17166"
"2435",2008,"Noviembre","TAMAULIPAS","51495","16247","27575"
"2444",2008,"Noviembre","VERACRUZ","5833","0","0"
"1365",2008,"Noviembre","YUCATAN","0","0","0"
"2245",2008,"Noviembre","COAHUILA","0","0","0"
"3174",2008,"Noviembre","NUEVO LEON","0","0","0"
"4161",2008,"Noviembre","QUINTANA ROO","0","0","0"
"5149",2008,"Noviembre","SINALOA","0","0","0"
"6131",2008,"Noviembre","SONORA","0","0","0"
"894",2008,"Noviembre","PUEBLA","0","0","0"
"1072",2008,"Noviembre","NAYARIT","0","0","0"
"2385",2008,"Diciembre","CAMPECHE","5352","380","724"
"2396",2008,"Diciembre","CHIAPAS","10614","10351","24536"
"2408",2008,"Diciembre","CHIHUAHUA","14","0","0"
"2418",2008,"Diciembre","JALISCO","15","0","0"
"2426",2008,"Diciembre","SAN LUIS POTOSI","14770","10065","19218"
"2436",2008,"Diciembre","TAMAULIPAS","51495","41758","80115"
"2445",2008,"Diciembre","VERACRUZ","5833","0","0"
"1384",2008,"Diciembre","YUCATAN","0","0","0"
"2262",2008,"Diciembre","COAHUILA","0","0","0"
"3188",2008,"Diciembre","NUEVO LEON","0","0","0"
"4175",2008,"Diciembre","QUINTANA ROO","0","0","0"
"5162",2008,"Diciembre","SINALOA","0","0","0"
"6140",2008,"Diciembre","SONORA","0","0","0"
"8100",2008,"Diciembre","PUEBLA","0","0","0"
"1076",2008,"Diciembre","NAYARIT","0","0","0"
"171",2009,"Enero","CAMPECHE","19201","15488","30558"
"172",2009,"Enero","CHIAPAS","13010","13010","24567"
"173",2009,"Enero","CHIHUAHUA","48","48","153"
"174",2009,"Enero","JALISCO","1","0","0"
"175",2009,"Enero","NUEVO LEON","297","237","659"
"176",2009,"Enero","PUEBLA","2","0","0"
"177",2009,"Enero","QUINTANA ROO","40","0","0"
"178",2009,"Enero","SAN LUIS POTOSI","37221","36557","67111"
"179",2009,"Enero","SONORA","6797","6782","16082"
"180",2009,"Enero","TAMAULIPAS","99564","94436","170250"
"181",2009,"Enero","VERACRUZ","9520","9520","20944"
"182",2009,"Enero","YUCATAN","2336","1150","2291"
"113",2009,"Enero","COAHUILA","0","0","0"
"25",2009,"Enero","SINALOA","0","0","0"
"55",2009,"Enero","NAYARIT","0","0","0"
"2151",2009,"Febrero","CAMPECHE","11208","8844","20146"
"2161",2009,"Febrero","CHIAPAS","15297","4524","7808"
"2171",2009,"Febrero","CHIHUAHUA","224","224","361"
"2181",2009,"Febrero","JALISCO","42","35","77"
"2191",2009,"Febrero","NAYARIT","3","3","3"
"2201",2009,"Febrero","NUEVO LEON","50","40","104"
"2211",2009,"Febrero","SAN LUIS POTOSI","6679","6566","13132"
"2221",2009,"Febrero","TAMAULIPAS","54500","38107","68841"
"2231",2009,"Febrero","VERACRUZ","1758","1258","2264"
"2241",2009,"Febrero","YUCATAN","2977","2775","3893"
"163",2009,"Febrero","COAHUILA","0","0","0"
"230",2009,"Febrero","QUINTANA ROO","0","0","0"
"319",2009,"Febrero","SINALOA","0","0","0"
"418",2009,"Febrero","SONORA","0","0","0"
"614",2009,"Febrero","PUEBLA","0","0","0"
"2141",2009,"Marzo","CAMPECHE","11208","11208","24457"
"2152",2009,"Marzo","CHIAPAS","15297","4524","7808"
"2162",2009,"Marzo","CHIHUAHUA","224","224","361"
"2172",2009,"Marzo","JALISCO","42","35","77"
"2182",2009,"Marzo","NAYARIT","3","3","3"
"2192",2009,"Marzo","NUEVO LEON","50","40","104"
"2202",2009,"Marzo","SAN LUIS POTOSI","6679","6566","13132"
"2212",2009,"Marzo","TAMAULIPAS","54500","38107","68841"
"2222",2009,"Marzo","VERACRUZ","1758","1258","2264"
"2232",2009,"Marzo","YUCATAN","2977","2775","3893"
"1104",2009,"Marzo","COAHUILA","0","0","0"
"252",2009,"Marzo","QUINTANA ROO","0","0","0"
"342",2009,"Marzo","SINALOA","0","0","0"
"433",2009,"Marzo","SONORA","0","0","0"
"623",2009,"Marzo","PUEBLA","0","0","0"
"1612",2009,"Abril","JALISCO","5","0","0"
"1621",2009,"Abril","NAYARIT","3","3","3"
"1133",2009,"Abril","CAMPECHE","0","0","0"
"288",2009,"Abril","CHIAPAS","0","0","0"
"357",2009,"Abril","YUCATAN","0","0","0"
"450",2009,"Abril","COAHUILA","0","0","0"
"548",2009,"Abril","CHIHUAHUA","0","0","0"
"635",2009,"Abril","NUEVO LEON","0","0","0"
"729",2009,"Abril","QUINTANA ROO","0","0","0"
"827",2009,"Abril","SAN LUIS POTOSI","0","0","0"
"929",2009,"Abril","SINALOA","0","0","0"
"1022",2009,"Abril","SONORA","0","0","0"
"1134",2009,"Abril","TAMAULIPAS","0","0","0"
"1224",2009,"Abril","VERACRUZ","0","0","0"
"1419",2009,"Abril","PUEBLA","0","0","0"
"1702",2009,"Mayo","CHIHUAHUA","120","0","0"
"1714",2009,"Mayo","JALISCO","5","5","8"
"1723",2009,"Mayo","NAYARIT","3","3","3"
"1163",2009,"Mayo","CAMPECHE","0","0","0"
"2105",2009,"Mayo","CHIAPAS","0","0","0"
"375",2009,"Mayo","YUCATAN","0","0","0"
"470",2009,"Mayo","COAHUILA","0","0","0"
"564",2009,"Mayo","NUEVO LEON","0","0","0"
"653",2009,"Mayo","QUINTANA ROO","0","0","0"
"749",2009,"Mayo","SAN LUIS POTOSI","0","0","0"
"841",2009,"Mayo","SINALOA","0","0","0"
"950",2009,"Mayo","SONORA","0","0","0"
"1036",2009,"Mayo","TAMAULIPAS","0","0","0"
"1164",2009,"Mayo","VERACRUZ","0","0","0"
"1334",2009,"Mayo","PUEBLA","0","0","0"
"1831",2009,"Junio","CAMPECHE","30","0","0"
"1841",2009,"Junio","CHIHUAHUA","214","0","0"
"1851",2009,"Junio","JALISCO","5","5","8"
"1861",2009,"Junio","NAYARIT","3","3","3"
"1872",2009,"Junio","SAN LUIS POTOSI","220","0","0"
"1197",2009,"Junio","CHIAPAS","0","0","0"
"2121",2009,"Junio","YUCATAN","0","0","0"
"395",2009,"Junio","COAHUILA","0","0","0"
"487",2009,"Junio","NUEVO LEON","0","0","0"
"579",2009,"Junio","QUINTANA ROO","0","0","0"
"669",2009,"Junio","SINALOA","0","0","0"
"766",2009,"Junio","SONORA","0","0","0"
"855",2009,"Junio","TAMAULIPAS","0","0","0"
"968",2009,"Junio","VERACRUZ","0","0","0"
"1198",2009,"Junio","PUEBLA","0","0","0"
"2042",2009,"Julio","CAMPECHE","100","0","0"
"2052",2009,"Julio","CHIAPAS","4614","0","0"
"2062",2009,"Julio","CHIHUAHUA","224","0","0"
